player_name,jersey,position,goals,assists,penalty_minutes,star_of_game,team,game_id
Abby Roque,11,F,0,0,2,,Sonnet,team-adidas-vs-team-sonnet
Nikki Nightengale,13,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Samantha Cogan,17,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Malia Schneider,18,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Brianne Jenner,19,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Hannah Brandt,20,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Hilary Knight,21,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Caroylne Prévost,22,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Erin Ambrose,23,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Emma Buckles,25,D,0,0,2,,Sonnet,team-adidas-vs-team-sonnet
Erica Howe,27,G,0,0,0,3.0,Sonnet,team-adidas-vs-team-sonnet
Micah Zandee-Hart,28,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Nicole Hensley,29,G,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Natasza Tarnowski,33,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Rebecca Leslie,37,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Claire Thompson,42,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Lee Stecklein,2,D,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Lauriane Rougeau,5,D,1,0,0,3.0,Harvey's,team-harveys-vs-team-scotiabank
Laura Fortino,8,D,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Jessie Eldridge,9,F,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Sophia Shaver,11,F,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Alexa Gruschow,12,F,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Clair DeGeorge,14,F,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Savannah Harmon,15,D,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Hayley Scamurra,16,F,1,0,0,2.0,Harvey's,team-harveys-vs-team-scotiabank
Jacquie Greco,25,D,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Emily Clark,26,F,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Kristen Richards,27,D,0,0,2,,Harvey's,team-harveys-vs-team-scotiabank
Marie-Philip Poulin,29,F,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Geneviève Lacasse,31,G,0,0,0,1.0,Harvey's,team-harveys-vs-team-scotiabank
Ann-Renée Desbiens,35,G,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Jamie Lee Rattray,47,F,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Karell Emard,76,F,0,0,2,,Harvey's,team-harveys-vs-team-scotiabank
Rosalie Demers,81,F,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Bailey Larson,61,F,1,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Makayla Langei,2,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Brigette Lacquette,4,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Megan Keller,5,D,1,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Rebecca Johnston,6,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Nicole Kosta,7,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Shannon Stewart,10,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Kelly Pannek,12,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Jaime Bourbonnais,14,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Mélodie Daoust,15,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Katelyn Gosling,16,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Ella Shelton,17,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Madison Field,22,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Alex Carpenter,25,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Cat Quirion,26,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Amanda Makela,34,G,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Emerance Maschmeyer,38,G,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Blayre Turnbull,40,F,0,0,4,,Scotiabank,team-harveys-vs-team-scotiabank
Kristen Campbell,50,G,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Victoria Bach,51,F,0,0,2,,Scotiabank,team-harveys-vs-team-scotiabank
